38.8951,-77.03651
38.89511,-77.0365
38.89507,-77.03611
38.89505,-77.03601
38.89513,-77.03588
38.89509,-77.03572
38.89507,-77.03564
38.89503,-77.03553
38.89484,-77.03518
38.89472,-77.03502
38.89456,-77.03487
38.89445,-77.03479
38.89437,-77.03475
38.89414,-77.03467
38.8939,-77.03463
38.89364,-77.03469
38.89342,-77.0348
38.89337,-77.03483
38.89326,-77.03488
38.89281,-77.03468
38.89257,-77.03451
38.89242,-77.03435
38.89227,-77.03414
38.89224,-77.03408
38.89221,-77.03408
38.8921,-77.03407
38.8921,-77.03386
38.8921,-77.03366
38.89192,-77.03368
38.89158,-77.03368
38.89134,-77.03368
38.89109,-77.03364
38.89083,-77.03353
38.89065,-77.03342
38.89029,-77.03313
38.89022,-77.0331
38.89012,-77.03305
38.89007,-77.03302
38.88976,-77.03291
38.88948,-77.03289
38.88923,-77.0329
38.88899,-77.03296
38.88892,-77.03299
38.88884,-77.03301
38.88876,-77.03305
38.88851,-77.03323
38.88818,-77.03356
38.88801,-77.03366
38.88794,-77.03368
38.88784,-77.03371
38.8877,-77.03371
38.88761,-77.03371
38.8867,-77.03372
38.88648,-77.03371
38.88627,-77.03371
38.88501,-77.03371
38.88487,-77.03371
38.88468,-77.03373
38.88456,-77.03374
38.88441,-77.03373
38.88431,-77.03368
38.88424,-77.03359
38.884,-77.03327
38.88386,-77.03316
38.88359,-77.03295
38.88339,-77.03289
38.88328,-77.03287
38.88307,-77.0329
38.88299,-77.03293
38.88266,-77.03314
38.88257,-77.03321
38.88232,-77.03347
38.88224,-77.03356
38.88219,-77.03361
38.88207,-77.03375
38.88183,-77.03379
38.88173,-77.03377
38.8817,-77.03394
38.88163,-77.0341
38.88135,-77.03428
38.88112,-77.03438
38.88065,-77.03452
38.88057,-77.03456
38.8803,-77.03478
38.88008,-77.03508
38.87995,-77.03538
38.8799,-77.03556
38.87986,-77.03583
38.87986,-77.03588
38.87986,-77.03599
38.87986,-77.03654
38.87986,-77.03698
38.87986,-77.03706
38.87983,-77.03708
38.87977,-77.03709
38.87974,-77.0372
38.87973,-77.03733
38.87969,-77.0379
38.87948,-77.03838
38.87921,-77.03892
38.8791,-77.0391
38.87896,-77.03932
38.87875,-77.03957
38.875,-77.0432
38.87467,-77.04355
38.87433,-77.0439
38.87423,-77.04403
38.8742,-77.04412
38.87418,-77.04421
38.87418,-77.04436
38.87419,-77.04443
38.87446,-77.04536
38.87452,-77.04547
38.87459,-77.04549
38.87463,-77.04549
38.87464,-77.0453
38.87462,-77.04517
38.87432,-77.04427
38.87417,-77.04393
38.87393,-77.04359
38.87358,-77.0432
38.87188,-77.04157
38.87167,-77.04129
38.87142,-77.04088
38.87129,-77.04071
38.87119,-77.04062
38.87048,-77.04013
38.86992,-77.03968
38.86971,-77.03954
38.86948,-77.03941
38.8688,-77.0391
38.86819,-77.03878
38.86744,-77.03849
38.86686,-77.03822
38.86656,-77.03813
38.86609,-77.03805
